epoch,lr,loss,iou,val_loss,val_iou
0.0,0.0003,0.8426107095949578,0.5798734272540788,1.0790375328775663,0.0028047925574101232
1.0,0.0003,0.7279857342893427,0.7319723407645841,0.7187487367373794,0.7931021940434285
2.0,0.0003,0.691970843257326,0.7607398134657053,0.6541454480655158,0.8236817010559903
3.0,0.0003,0.6679633819695675,0.7571484924176437,0.5752019401806504,0.7948082164365257
4.0,0.0003,0.6404098163951527,0.7543026070391051,0.5563602020491415,0.8165723986956264
5.0,0.0003,0.6137650058125005,0.7683977739862371,0.5418593189609584,0.8224902398247825
6.0,0.0003,0.5745742898998838,0.7945167500949852,0.49801872337042397,0.8355686618211288
